iter	Logloss
396	0.06769309446
397	0.06762209065
398	0.06755973918
399	0.06752035155
400	0.06741159373
401	0.06737080551
402	0.06723992185
403	0.0671582505
404	0.06708191337
405	0.06698018371
406	0.06694118226
407	0.06691410685
408	0.06683119386
409	0.06675789441
410	0.06670445834
411	0.06664470416
412	0.06662503457
413	0.06658831917
414	0.06651358662
415	0.06647491391
416	0.06638258234
417	0.06636312326
418	0.06628024568
419	0.06623521973
420	0.06616831069
421	0.06613663504
422	0.06605448323
423	0.06597633325
424	0.06591947208
425	0.06589669077
426	0.06588108579
427	0.06576291848
428	0.06562915661
429	0.06556001058
430	0.0655273766
431	0.06548618928
432	0.06545758368
433	0.06540792844
434	0.06538225133
